observation number,publication number,Title ,Authors,Data_extracted_by,Extraction_date,Continent, Country,year_of_experiment,Site,lat_decimals,long_decimals,eco_type,Annual_precip ,precipitation_levels,Annual_temp,Regional_climate ,climatic_region,SOM,Soil C %,Soil N%,Soil C:N ratio ,Soil pH,litterbags_size_cm2,Fauna_available, Top_mesh_size,Fauna_group,Bottom_mesh_size,Burial_location  ,Time_Days,Duration_period,spc_abbr, Litter_type,Drying_method,Oven_temp_C,Litter_size,sp_div_in_mixture,species_richness,propotions,Mixture_mass_ratio,n_expected,n_observed,Lit_Car,Lit_Nit,Lit_Pho,Lit_Lig,Lit_Car_Nit_ratio,Lit_Lig_Nit_ratio,expected_decay_k,observed_decay_k,initial_weight_g,Final_weight_g,m_expected,sd_expected,m_observed,sd_observed,obs_per_day,exp_per_day,sd_obsv_per_day,sd_exp_per_day
765,50,The effects of leaf litter evenness on decomposition depend on which plant functional group is dominant,Li et al 2013,Denis Mburu Njoroge,04/07/2020,Asia,China,2009,Dinghushan Biosphere Reserve,23.1,112.1,Forest,1927,medium,21,Subtropical monsoon,Tropics,N/A,N/A,N/A,N/A,N/A,500,present,2,mesofauna,0.2,Surface ,240,medium,"Cf,Mb",climbers and woody plants,Air dried ,N/A,Whole leaf,2,two,equal,01:01,3,3,N/A,1.045,N/A,N/A,30.04,N/A,N/A,N/A,4,1.676,55,2.2,58.1,2.2,0.242083333,0.229166667,0.009166667,0.009166667
766,50,The effects of leaf litter evenness on decomposition depend on which plant functional group is dominant,Li et al 2013,Denis Mburu Njoroge,04/07/2020,Asia,China,2009,Dinghushan Biosphere Reserve,23.1,112.1,Forest,1927,medium,21,Subtropical monsoon,Tropics,N/A,N/A,N/A,N/A,N/A,500,present,2,mesofauna,0.2,Surface ,240,medium,"Cf,Mb",climbers and woody plants,Air dried ,N/A,Whole leaf,2,two,equal,01:01,3,3,N/A,1.33,N/A,N/A,25.855,N/A,N/A,N/A,4,2.252,35,6.18,43.7,6.18,0.182083333,0.145833333,0.02575,0.02575
767,50,The effects of leaf litter evenness on decomposition depend on which plant functional group is dominant,Li et al 2013,Denis Mburu Njoroge,04/07/2020,Asia,China,2009,Dinghushan Biosphere Reserve,23.1,112.1,Forest,1927,medium,21,Subtropical monsoon,Tropics,N/A,N/A,N/A,N/A,N/A,500,present,2,mesofauna,0.2,Surface ,240,medium,"Cf,Mu",climbers and woody plants,Air dried ,N/A,Whole leaf,2,two,equal,01:01,3,3,N/A,1.135,N/A,N/A,26.34,N/A,N/A,N/A,4,2.524,44.5,5.4,36.9,5.4,0.15375,0.185416667,0.0225,0.0225
768,50,The effects of leaf litter evenness on decomposition depend on which plant functional group is dominant,Li et al 2013,Denis Mburu Njoroge,04/07/2020,Asia,China,2009,Dinghushan Biosphere Reserve,23.1,112.1,Forest,1927,medium,21,Subtropical monsoon,Tropics,N/A,N/A,N/A,N/A,N/A,500,present,2,mesofauna,0.2,Surface ,240,medium,"Cc,Mb",climbers and woody plants,Air dried ,N/A,Whole leaf,2,two,equal,01:01,3,3,N/A,1.07,N/A,N/A,28.34,N/A,N/A,N/A,4,2.4,50,7.11,40,7.11,0.166666667,0.208333333,0.029625,0.029625
769,50,The effects of leaf litter evenness on decomposition depend on which plant functional group is dominant,Li et al 2013,Denis Mburu Njoroge,04/07/2020,Asia,China,2009,Dinghushan Biosphere Reserve,23.1,112.1,Forest,1927,medium,21,Subtropical monsoon,Tropics,N/A,N/A,N/A,N/A,N/A,500,present,2,mesofauna,0.2,Surface ,240,medium,"Cc,Mu",climbers and woody plants,Air dried ,N/A,Whole leaf,2,two,equal,01:01,3,3,N/A,1.355,N/A,N/A,39.155,N/A,N/A,N/A,4,2.548,30,4.48,36.3,4.48,0.15125,0.125,0.018666667,0.018666667
770,51,Non-additive effects of litter mixtures on decomposition of leaf litters in a Mediterranean maquis,Marco et al 2011,Denis Mburu Njoroge,06/07/2020,Europe,Italy,2008,Castel Volturno Nature Reserve,40.57,13.33,Shrubland,599,low,17,Mediterranean,Temperate,N/A,N/A,N/A,N/A,7.3,375,absent,1,mesofauna,,Surface ,403,long,"Pa,Pl,Qi",shrubs,Air dried ,N/A,Whole leaf,3,three,equal,33:33:33,3,3,N/A,0.415,N/A,29.815,124.7,48.607,N/A,N/A,7,4.1251,39.72,0.66,41.07,0.66,0.10191067,0.098560794,0.001637717,0.001637717
771,51,Non-additive effects of litter mixtures on decomposition of leaf litters in a Mediterranean maquis,Marco et al 2011,Denis Mburu Njoroge,06/07/2020,Europe,Italy,2008,Castel Volturno Nature Reserve,40.57,13.33,Shrubland,599,low,17,Mediterranean,Temperate,N/A,N/A,N/A,N/A,7.3,375,absent,1,mesofauna,,Surface ,403,long,"Pa,Pl,Qi",shrubs,Air dried ,N/A,Whole leaf,3,three,different,25:25:50,3,3,N/A,0.415,N/A,29.815,124.7,48.607,N/A,N/A,7,3.9452,39.72,1.9,43.64,1.9,0.108287841,0.098560794,0.00471464,0.00471464
772,51,Non-additive effects of litter mixtures on decomposition of leaf litters in a Mediterranean maquis,Marco et al 2011,Denis Mburu Njoroge,06/07/2020,Europe,Italy,2008,Castel Volturno Nature Reserve,40.57,13.33,Shrubland,599,low,17,Mediterranean,Temperate,N/A,N/A,N/A,N/A,7.3,187.5,absent,1,mesofauna,,Surface ,403,long,"Pa,Pl,Cs",shrubs,Air dried ,N/A,Whole leaf,3,three,equal,33:33:33,3,3,N/A,0.424,N/A,17.62,125.89,42.63,N/A,N/A,3.5,2.01285,47.47,2.42,42.49,2.42,0.105434243,0.117791563,0.006004963,0.006004963
773,51,Non-additive effects of litter mixtures on decomposition of leaf litters in a Mediterranean maquis,Marco et al 2011,Denis Mburu Njoroge,06/07/2020,Europe,Italy,2008,Castel Volturno Nature Reserve,40.57,13.33,Shrubland,599,low,17,Mediterranean,Temperate,N/A,N/A,N/A,N/A,7.3,187.5,absent,1,mesofauna,,Surface ,403,long,"Pa,Pl,Cs",shrubs,Air dried ,N/A,Whole leaf,3,three,different,25:25:50,3,3,N/A,0.424,N/A,17.62,125.89,42.63,N/A,N/A,3.5,1.9565,51.03,3.36,44.1,3.36,0.10942928,0.12662531,0.008337469,0.008337469
774,52,Mixing litter from Larix kaempferi (lamb.) Carr. and broad-leaved trees enhances decomposition by different mechanisms in temperate and subtropical alpine regions of China,Niu et al 2020,Denis Mburu Njoroge,06/07/2020,Asia,China,2013,Dagujia forestry station,52.4521,125.481,Forest,700,low,4.7,temperate climate,Temperate,N/A,N/A,N/A,N/A,6.5,300,absent,0.25,microfauna,0.25,Surface ,61,short,"Lk,Jm",Deciduous,Air dried ,N/A,Whole leaf,2,two,equal,01:01,5,5,42.67,0.638,0.066,N/A,66.83,N/A,N/A,N/A,10,8.69,14,0.62,13.1,0.62,0.214754098,0.229508197,0.010163934,0.010163934
775,52,Mixing litter from Larix kaempferi (lamb.) Carr. and broad-leaved trees enhances decomposition by different mechanisms in temperate and subtropical alpine regions of China,Niu et al 2020,Denis Mburu Njoroge,06/07/2020,Asia,China,2013,Dagujia forestry station,52.4521,125.481,Forest,700,low,4.7,temperate climate,Temperate,N/A,N/A,N/A,N/A,6.5,300,absent,0.25,microfauna,0.25,Surface ,141,short,"Lk,Jm",Deciduous,Air dried ,N/A,Whole leaf,2,two,equal,01:01,5,5,42.67,0.638,0.066,N/A,66.83,N/A,N/A,N/A,10,7.58,23.7,0.34,24.2,0.34,0.171631206,0.168085106,0.002411348,0.002411348
776,52,Mixing litter from Larix kaempferi (lamb.) Carr. and broad-leaved trees enhances decomposition by different mechanisms in temperate and subtropical alpine regions of China,Niu et al 2020,Denis Mburu Njoroge,06/07/2020,Asia,China,2013,Dagujia forestry station,52.4521,125.481,Forest,700,low,4.7,temperate climate,Temperate,N/A,N/A,N/A,N/A,6.5,300,absent,0.25,microfauna,0.25,Surface ,322,medium,"Lk,Jm",Deciduous,Air dried ,N/A,Whole leaf,2,two,equal,01:01,5,5,42.67,0.638,0.066,N/A,66.83,N/A,N/A,N/A,10,6.79,29.2,1.99,32.1,1.99,0.099689441,0.09068323,0.006180124,0.006180124
777,52,Mixing litter from Larix kaempferi (lamb.) Carr. and broad-leaved trees enhances decomposition by different mechanisms in temperate and subtropical alpine regions of China,Niu et al 2020,Denis Mburu Njoroge,06/07/2020,Asia,China,2013,Dagujia forestry station,52.4521,125.481,Forest,700,low,4.7,temperate climate,Temperate,N/A,N/A,N/A,N/A,6.5,300,absent,0.25,microfauna,0.25,Surface ,398,long,"Lk,Jm",Deciduous,Air dried ,N/A,Whole leaf,2,two,equal,01:01,5,5,42.67,0.638,0.066,N/A,66.83,N/A,N/A,N/A,10,6.29,40.5,2.33,37.1,2.33,0.09321608,0.101758794,0.005854271,0.005854271
774,52,Mixing litter from Larix kaempferi (lamb.) Carr. and broad-leaved trees enhances decomposition by different mechanisms in temperate and subtropical alpine regions of China,Niu et al 2020,Denis Mburu Njoroge,06/07/2020,Asia,China,2013,Dagujia forestry station,52.4521,125.481,Forest,700,low,4.7,temperate climate,Temperate,N/A,N/A,N/A,N/A,6.5,300,absent,0.25,microfauna,0.25,Surface ,61,short,"Lk,Jm",Deciduous,Air dried ,N/A,Whole leaf,2,two,equal,01:01,5,5,42.67,0.638,0.066,N/A,66.83,N/A,N/A,N/A,10,8.69,14,0.62,13.1,0.62,0.214754098,0.229508197,0.010163934,0.010163934
775,52,Mixing litter from Larix kaempferi (lamb.) Carr. and broad-leaved trees enhances decomposition by different mechanisms in temperate and subtropical alpine regions of China,Niu et al 2020,Denis Mburu Njoroge,06/07/2020,Asia,China,2013,Dagujia forestry station,52.4521,125.481,Forest,700,low,4.7,temperate climate,Temperate,N/A,N/A,N/A,N/A,6.5,300,absent,0.25,microfauna,0.25,Surface ,141,short,"Lk,Jm",Deciduous,Air dried ,N/A,Whole leaf,2,two,equal,01:01,5,5,42.67,0.638,0.066,N/A,66.83,N/A,N/A,N/A,10,7.58,23.7,0.34,24.2,0.34,0.171631206,0.168085106,0.002411348,0.002411348
776,52,Mixing litter from Larix kaempferi (lamb.) Carr. and broad-leaved trees enhances decomposition by different mechanisms in temperate and subtropical alpine regions of China,Niu et al 2020,Denis Mburu Njoroge,06/07/2020,Asia,China,2013,Dagujia forestry station,52.4521,125.481,Forest,700,low,4.7,temperate climate,Temperate,N/A,N/A,N/A,N/A,6.5,300,absent,0.25,microfauna,0.25,Surface ,322,medium,"Lk,Jm",Deciduous,Air dried ,N/A,Whole leaf,2,two,equal,01:01,5,5,42.67,0.638,0.066,N/A,66.83,N/A,N/A,N/A,10,6.79,29.2,1.99,32.1,1.99,0.099689441,0.09068323,0.006180124,0.006180124
777,52,Mixing litter from Larix kaempferi (lamb.) Carr. and broad-leaved trees enhances decomposition by different mechanisms in temperate and subtropical alpine regions of China,Niu et al 2020,Denis Mburu Njoroge,06/07/2020,Asia,China,2013,Dagujia forestry station,52.4521,125.481,Forest,700,low,4.7,temperate climate,Temperate,N/A,N/A,N/A,N/A,6.5,300,absent,0.25,microfauna,0.25,Surface ,398,long,"Lk,Jm",Deciduous,Air dried ,N/A,Whole leaf,2,two,equal,01:01,5,5,42.67,0.638,0.066,N/A,66.83,N/A,N/A,N/A,10,6.29,40.5,2.33,37.1,2.33,0.09321608,0.101758794,0.005854271,0.005854271
778,52,Mixing litter from Larix kaempferi (lamb.) Carr. and broad-leaved trees enhances decomposition by different mechanisms in temperate and subtropical alpine regions of China,Niu et al 2020,Denis Mburu Njoroge,06/07/2020,Asia,China,2013,Dagujia forestry station,52.4521,125.481,Forest,700,low,4.7,temperate climate,Temperate,N/A,N/A,N/A,N/A,6.5,300,absent,0.25,microfauna,0.25,Surface ,451,long,"Lk,Jm",Deciduous,Air dried ,N/A,Whole leaf,2,two,equal,01:01,5,5,42.67,0.638,0.066,N/A,66.83,N/A,N/A,N/A,10,5.67,47.2,2.67,43.3,2.67,0.096008869,0.104656319,0.005920177,0.005920177
778,52,Mixing litter from Larix kaempferi (lamb.) Carr. and broad-leaved trees enhances decomposition by different mechanisms in temperate and subtropical alpine regions of China,Niu et al 2020,Denis Mburu Njoroge,06/07/2020,Asia,China,2013,Dagujia forestry station,52.4521,125.481,Forest,700,low,4.7,temperate climate,Temperate,N/A,N/A,N/A,N/A,6.5,300,absent,0.25,microfauna,0.25,Surface ,451,long,"Lk,Jm",Deciduous,Air dried ,N/A,Whole leaf,2,two,equal,01:01,5,5,42.67,0.638,0.066,N/A,66.83,N/A,N/A,N/A,10,5.67,47.2,2.67,43.3,2.67,0.096008869,0.104656319,0.005920177,0.005920177
784,53,More than the sum of its parts? Assessing litter  heterogeneity effects on the decomposition of litter mixtures through leaf chemistry,Harguindeguy et al 2008,Denis Mburu Njoroge,06/07/2020,South America,Argentina,2000,Cuesta Blanca,-31.3,-64.35,Forest,800,low,15,N/A,Sub-tropics,N/A,N/A,N/A,N/A,N/A,N/A,absent,0.3,microfauna,0.3,Buried,80,short,"Ac,Bp",Deciduous shrub and forb,Air dried ,N/A,Whole leaf,2,two,equal,01:01,8,8,N/A,2.94,N/A,N/A,N/A,N/A,N/A,N/A,1,0.565,45.1,20.64751801,43.5,24.04,0.54375,0.56375,0.3005,0.258093975
785,53,More than the sum of its parts? Assessing litter  heterogeneity effects on the decomposition of litter mixtures through leaf chemistry,Harguindeguy et al 2008,Denis Mburu Njoroge,06/07/2020,South America,Argentina,2000,Cuesta Blanca,-31.3,-64.35,Forest,800,low,15,N/A,Sub-tropics,N/A,N/A,N/A,N/A,N/A,N/A,absent,0.3,microfauna,0.3,Buried,80,short,"Ac,Hm",shrub and forb,Air dried ,N/A,Whole leaf,2,two,equal,01:01,8,8,N/A,2.95,N/A,N/A,N/A,N/A,N/A,N/A,1,0.595,38.9,14.70782105,40.5,11.6,0.50625,0.48625,0.145,0.183847763
786,53,More than the sum of its parts? Assessing litter  heterogeneity effects on the decomposition of litter mixtures through leaf chemistry,Harguindeguy et al 2008,Denis Mburu Njoroge,06/07/2020,South America,Argentina,2000,Cuesta Blanca,-31.3,-64.35,Forest,800,low,15,N/A,Sub-tropics,N/A,N/A,N/A,N/A,N/A,N/A,absent,0.3,microfauna,0.3,Buried,80,short,"Ac,Lm",shrub and evergreen,Air dried ,N/A,Whole leaf,2,two,equal,01:01,8,8,N/A,2.2,N/A,N/A,N/A,N/A,N/A,N/A,1,0.553,38.2,13.85929291,44.7,13.01,0.55875,0.4775,0.162625,0.173241161
787,53,More than the sum of its parts? Assessing litter  heterogeneity effects on the decomposition of litter mixtures through leaf chemistry,Harguindeguy et al 2008,Denis Mburu Njoroge,06/07/2020,South America,Argentina,2000,Cuesta Blanca,-31.3,-64.35,Forest,800,low,15,N/A,Sub-tropics,N/A,N/A,N/A,N/A,N/A,N/A,absent,0.3,microfauna,0.3,Buried,80,short,"Ac,Se",shrub and grass,Air dried ,N/A,Whole leaf,2,two,equal,01:01,8,8,N/A,2.2,N/A,N/A,N/A,N/A,N/A,N/A,1,0.621,36.7,16.68772004,37.9,6.51,0.47375,0.45875,0.081375,0.208596501
788,53,More than the sum of its parts? Assessing litter  heterogeneity effects on the decomposition of litter mixtures through leaf chemistry,Harguindeguy et al 2008,Denis Mburu Njoroge,06/07/2020,South America,Argentina,2000,Cuesta Blanca,-31.3,-64.35,Forest,800,low,15,N/A,Sub-tropics,N/A,N/A,N/A,N/A,N/A,N/A,absent,0.3,microfauna,0.3,Buried,80,short,"Bp,Hm",forbs,Air dried ,N/A,Whole leaf,2,two,equal,01:01,8,8,N/A,3.19,N/A,N/A,N/A,N/A,N/A,N/A,1,0.641,38.2,20.64751801,35.9,14.71,0.44875,0.4775,0.183875,0.258093975
789,53,More than the sum of its parts? Assessing litter  heterogeneity effects on the decomposition of litter mixtures through leaf chemistry,Harguindeguy et al 2008,Denis Mburu Njoroge,06/07/2020,South America,Argentina,2000,Cuesta Blanca,-31.3,-64.35,Forest,800,low,15,N/A,Sub-tropics,N/A,N/A,N/A,N/A,N/A,N/A,absent,0.3,microfauna,0.3,Buried,80,short,"Bp,Lm",evergreen and forb,Air dried ,N/A,Whole leaf,2,two,equal,01:01,8,8,N/A,2.44,N/A,N/A,N/A,N/A,N/A,N/A,1,0.62,38.5,18.1019336,38,17.82,0.475,0.48125,0.22275,0.22627417
790,53,More than the sum of its parts? Assessing litter  heterogeneity effects on the decomposition of litter mixtures through leaf chemistry,Harguindeguy et al 2008,Denis Mburu Njoroge,06/07/2020,South America,Argentina,2000,Cuesta Blanca,-31.3,-64.35,Forest,800,low,15,N/A,Sub-tropics,N/A,N/A,N/A,N/A,N/A,N/A,absent,0.3,microfauna,0.3,Buried,80,short,"Bp,Se",forb and grass,Air dried ,N/A,Whole leaf,2,two,equal,01:01,8,8,N/A,2.44,N/A,N/A,N/A,N/A,N/A,N/A,1,0.618,36.1,16.68772004,38.2,11.03,0.4775,0.45125,0.137875,0.208596501
791,53,More than the sum of its parts? Assessing litter  heterogeneity effects on the decomposition of litter mixtures through leaf chemistry,Harguindeguy et al 2008,Denis Mburu Njoroge,06/07/2020,South America,Argentina,2000,Cuesta Blanca,-31.3,-64.35,Forest,800,low,15,N/A,Sub-tropics,N/A,N/A,N/A,N/A,N/A,N/A,absent,0.3,microfauna,0.3,Buried,80,short,"Hm,Lm",evergreen and forb,Air dried ,N/A,Whole leaf,2,two,equal,01:01,8,8,N/A,2.45,N/A,N/A,N/A,N/A,N/A,N/A,1,0.666,32.3,8.485281374,33.4,12.73,0.4175,0.40375,0.159125,0.106066017
792,53,More than the sum of its parts? Assessing litter  heterogeneity effects on the decomposition of litter mixtures through leaf chemistry,Harguindeguy et al 2008,Denis Mburu Njoroge,06/07/2020,South America,Argentina,2000,Cuesta Blanca,-31.3,-64.35,Forest,800,low,15,N/A,Sub-tropics,N/A,N/A,N/A,N/A,N/A,N/A,absent,0.3,microfauna,0.3,Buried,80,short,"Hm,Se",forb and grass,Air dried ,N/A,Whole leaf,2,two,equal,01:01,8,8,N/A,2.45,N/A,N/A,N/A,N/A,N/A,N/A,1,0.697,29.8,10.74802307,30.3,11.88,0.37875,0.3725,0.1485,0.134350288
793,53,More than the sum of its parts? Assessing litter  heterogeneity effects on the decomposition of litter mixtures through leaf chemistry,Harguindeguy et al 2008,Denis Mburu Njoroge,06/07/2020,South America,Argentina,2000,Cuesta Blanca,-31.3,-64.35,Forest,800,low,15,N/A,Sub-tropics,N/A,N/A,N/A,N/A,N/A,N/A,absent,0.3,microfauna,0.3,Buried,80,short,"Lm,Se",evergreen and grass,Air dried ,N/A,Whole leaf,2,two,equal,01:01,8,8,N/A,1.7,N/A,N/A,N/A,N/A,N/A,N/A,1,0.684,30.1,8.485281374,31.6,12.16,0.395,0.37625,0.152,0.106066017
794,53,More than the sum of its parts? Assessing litter  heterogeneity effects on the decomposition of litter mixtures through leaf chemistry,Harguindeguy et al 2008,Denis Mburu Njoroge,06/07/2020,South America,Argentina,2000,Cuesta Blanca,-31.3,-64.35,Forest,800,low,15,N/A,Sub-tropics,N/A,N/A,N/A,N/A,N/A,N/A,absent,0.3,microfauna,0.3,Buried,80,short,"Ac,Bp,Hm",shrub and forb,Air dried ,N/A,Whole leaf,3,three,equal,01:01:01,8,8,N/A,3.026,N/A,N/A,N/A,N/A,N/A,N/A,1,0.606,40.7,15.8391919,39.4,13.86,0.4925,0.50875,0.17325,0.197989899
795,53,More than the sum of its parts? Assessing litter  heterogeneity effects on the decomposition of litter mixtures through leaf chemistry,Harguindeguy et al 2008,Denis Mburu Njoroge,06/07/2020,South America,Argentina,2000,Cuesta Blanca,-31.3,-64.35,Forest,800,low,15,N/A,Sub-tropics,N/A,N/A,N/A,N/A,N/A,N/A,absent,0.3,microfauna,0.3,Buried,80,short,"Ac,Bp,Lm", shrub forb and evergreen,Air dried ,N/A,Whole leaf,3,three,equal,01:01:01,8,8,N/A,2.53,N/A,N/A,N/A,N/A,N/A,N/A,1,0.563,40.9,14.42497834,43.7,20.93,0.54625,0.51125,0.261625,0.180312229
796,53,More than the sum of its parts? Assessing litter  heterogeneity effects on the decomposition of litter mixtures through leaf chemistry,Harguindeguy et al 2008,Denis Mburu Njoroge,06/07/2020,South America,Argentina,2000,Cuesta Blanca,-31.3,-64.35,Forest,800,low,15,N/A,Sub-tropics,N/A,N/A,N/A,N/A,N/A,N/A,absent,0.3,microfauna,0.3,Buried,80,short,"Ac,Be,Se", shrub and forb,Air dried ,N/A,Whole leaf,3,three,equal,01:01:01,8,8,N/A,2.53,N/A,N/A,N/A,N/A,N/A,N/A,1,0.577,39.9,14.42497834,42.3,6.22,0.52875,0.49875,0.07775,0.180312229
797,53,More than the sum of its parts? Assessing litter  heterogeneity effects on the decomposition of litter mixtures through leaf chemistry,Harguindeguy et al 2008,Denis Mburu Njoroge,06/07/2020,South America,Argentina,2000,Cuesta Blanca,-31.3,-64.35,Forest,800,low,15,N/A,Sub-tropics,N/A,N/A,N/A,N/A,N/A,N/A,absent,0.3,microfauna,0.3,Buried,80,short,"Ac,Hm,Lm"," shrub,  forb and grass",Air dried ,N/A,Whole leaf,3,three,equal,01:01:01,8,8,N/A,2.53,N/A,N/A,N/A,N/A,N/A,N/A,1,0.648,36.8,9.616652224,35.2,26.02,0.44,0.46,0.32525,0.120208153
798,53,More than the sum of its parts? Assessing litter  heterogeneity effects on the decomposition of litter mixtures through leaf chemistry,Harguindeguy et al 2008,Denis Mburu Njoroge,06/07/2020,South America,Argentina,2000,Cuesta Blanca,-31.3,-64.35,Forest,800,low,15,N/A,Sub-tropics,N/A,N/A,N/A,N/A,N/A,N/A,absent,0.3,microfauna,0.3,Buried,80,short,"Ac,Hm,Se"," forb, evergreen and grass",Air dried ,N/A,Whole leaf,3,three,equal,01:01:01,8,8,N/A,2.53,N/A,N/A,N/A,N/A,N/A,N/A,1,0.644,35.1,11.87939392,35.6,7.92,0.445,0.43875,0.099,0.148492424
799,53,More than the sum of its parts? Assessing litter  heterogeneity effects on the decomposition of litter mixtures through leaf chemistry,Harguindeguy et al 2008,Denis Mburu Njoroge,06/07/2020,South America,Argentina,2000,Cuesta Blanca,-31.3,-64.35,Forest,800,low,15,N/A,Sub-tropics,N/A,N/A,N/A,N/A,N/A,N/A,absent,0.3,microfauna,0.3,Buried,80,short,"BP,Hm,Lm"," forb, evergreen and grass",Air dried ,N/A,Whole leaf,3,three,equal,01:01:01,8,8,N/A,2.693,N/A,N/A,N/A,N/A,N/A,N/A,1,0.586,36.4,14.70782105,41.4,13.86,0.5175,0.455,0.17325,0.183847763
800,53,More than the sum of its parts? Assessing litter  heterogeneity effects on the decomposition of litter mixtures through leaf chemistry,Harguindeguy et al 2008,Denis Mburu Njoroge,06/07/2020,South America,Argentina,2000,Cuesta Blanca,-31.3,-64.35,Forest,800,low,15,N/A,Sub-tropics,N/A,N/A,N/A,N/A,N/A,N/A,absent,0.3,microfauna,0.3,Buried,80,short,"Bp,Hm,Se"," forb, evergreen and grass",Air dried ,N/A,Whole leaf,3,three,equal,01:01:01,8,8,N/A,2.193,N/A,N/A,N/A,N/A,N/A,N/A,1,0.608,34.7,14.14213562,39.2,11.03,0.49,0.43375,0.137875,0.176776695
801,53,More than the sum of its parts? Assessing litter  heterogeneity effects on the decomposition of litter mixtures through leaf chemistry,Harguindeguy et al 2008,Denis Mburu Njoroge,06/07/2020,South America,Argentina,2000,Cuesta Blanca,-31.3,-64.35,Forest,800,low,15,N/A,Sub-tropics,N/A,N/A,N/A,N/A,N/A,N/A,absent,0.3,microfauna,0.3,Buried,80,short,"Hm,Lm,Se"," forb, evergreen and grass",Air dried ,N/A,Whole leaf,3,three,equal,01:01:01,8,8,N/A,2.2,N/A,N/A,N/A,N/A,N/A,N/A,1,0.676,30.8,7.636753237,32.4,11.88,0.405,0.385,0.1485,0.095459415
802,53,More than the sum of its parts? Assessing litter  heterogeneity effects on the decomposition of litter mixtures through leaf chemistry,Harguindeguy et al 2008,Denis Mburu Njoroge,06/07/2020,South America,Argentina,2000,Cuesta Blanca,-31.3,-64.35,Forest,800,low,15,N/A,Sub-tropics,N/A,N/A,N/A,N/A,N/A,N/A,absent,0.3,microfauna,0.3,Buried,80,short,"Ac,Lm,Se","shrub, evergreen and grass",Air dried ,N/A,Whole leaf,3,three,equal,01:01:01,8,8,N/A,2.033,N/A,N/A,N/A,N/A,N/A,N/A,1,0.613,35.3,11.03086579,38.7,4.53,0.48375,0.44125,0.056625,0.137885822
803,53,More than the sum of its parts? Assessing litter  heterogeneity effects on the decomposition of litter mixtures through leaf chemistry,Harguindeguy et al 2008,Denis Mburu Njoroge,06/07/2020,South America,Argentina,2000,Cuesta Blanca,-31.3,-64.35,Forest,800,low,15,N/A,Sub-tropics,N/A,N/A,N/A,N/A,N/A,N/A,absent,0.3,microfauna,0.3,Buried,80,short,"Bp,Lm,Se"," forb, evergreen and grass",Air dried ,N/A,Whole leaf,3,three,equal,01:01:01,8,8,N/A,2.193,N/A,N/A,N/A,N/A,N/A,N/A,1,0.546,34.9,12.16223664,45.4,14.14,0.5675,0.43625,0.17675,0.152027958
804,53,More than the sum of its parts? Assessing litter  heterogeneity effects on the decomposition of litter mixtures through leaf chemistry,Harguindeguy et al 2008,Denis Mburu Njoroge,06/07/2020,South America,Argentina,2000,Cuesta Blanca,-31.3,-64.35,Forest,800,low,15,N/A,Sub-tropics,N/A,N/A,N/A,N/A,N/A,N/A,absent,0.3,microfauna,0.3,Buried,80,short,"Ac,Bp,Hm,Lm"," forb, evergreen and grass",Air dried ,N/A,Whole leaf,4,four,equal,1:1:1:1,8,8,N/A,2.695,N/A,N/A,N/A,N/A,N/A,N/A,1,0.585,38.7,11.87939392,41.5,14.99,0.51875,0.48375,0.187375,0.148492424
805,53,More than the sum of its parts? Assessing litter  heterogeneity effects on the decomposition of litter mixtures through leaf chemistry,Harguindeguy et al 2008,Denis Mburu Njoroge,06/07/2020,South America,Argentina,2000,Cuesta Blanca,-31.3,-64.35,Forest,800,low,15,N/A,Sub-tropics,N/A,N/A,N/A,N/A,N/A,N/A,absent,0.3,microfauna,0.3,Buried,80,short,"Ac,Bp,Hm,Se"," forb, evergreen and grass",Air dried ,N/A,Whole leaf,4,four,equal,1:1:1:1,8,8,N/A,2.695,N/A,N/A,N/A,N/A,N/A,N/A,1,0.592,36.9,12.44507935,40.8,10.75,0.51,0.46125,0.134375,0.155563492
806,53,More than the sum of its parts? Assessing litter  heterogeneity effects on the decomposition of litter mixtures through leaf chemistry,Harguindeguy et al 2008,Denis Mburu Njoroge,06/07/2020,South America,Argentina,2000,Cuesta Blanca,-31.3,-64.35,Forest,800,low,15,N/A,Sub-tropics,N/A,N/A,N/A,N/A,N/A,N/A,absent,0.3,microfauna,0.3,Buried,80,short,"Ac,Bp,Lm,Se"," forb, evergreen and grass",Air dried ,N/A,Whole leaf,4,four,equal,1:1:1:1,8,8,N/A,2.32,N/A,N/A,N/A,N/A,N/A,N/A,1,0.595,37.6,11.3137085,40.5,14.71,0.50625,0.47,0.183875,0.141421356
807,53,More than the sum of its parts? Assessing litter  heterogeneity effects on the decomposition of litter mixtures through leaf chemistry,Harguindeguy et al 2008,Denis Mburu Njoroge,06/07/2020,South America,Argentina,2000,Cuesta Blanca,-31.3,-64.35,Forest,800,low,15,N/A,Sub-tropics,N/A,N/A,N/A,N/A,N/A,N/A,absent,0.3,microfauna,0.3,Buried,80,short,"Ac,Hm,Lm,Se"," forb, evergreen and grass",Air dried ,N/A,Whole leaf,4,four,equal,1:1:1:1,8,8,N/A,2.325,N/A,N/A,N/A,N/A,N/A,N/A,1,0.562,34.5,8.768124087,43.8,6.51,0.5475,0.43125,0.081375,0.109601551
